,duration,src_bytes,dst_bytes,wrong_fragment,urgent,dst_host_count,dst_host_srv_count,count,srv_count,attack_state
75412,0,42,42,0,0,255,233,6,10,0
75413,0,48,496,0,0,255,2,143,1,0
75414,21,229,766,0,0,229,25,1,1,0
75415,0,233,1378,0,0,203,255,21,21,0
75419,0,241,1952,0,0,180,255,22,27,0
75422,0,2368,332,0,0,49,204,1,3,0
75424,0,331,478,0,0,255,255,11,11,0
75425,1,1655,392,0,0,92,147,1,2,0
75427,0,1830,0,0,0,164,62,4,4,0
75428,0,749,0,0,0,255,41,1,1,0
75431,0,224,306,0,0,124,255,17,21,0
75432,0,218,1695,0,0,255,255,6,11,0
75434,0,46,46,0,0,210,145,90,92,0
75435,1,2274,326,0,0,28,159,1,2,0
75440,0,305,895,0,0,203,255,2,5,0
75441,0,309,1425,0,0,255,255,13,13,0
75444,0,276,749,0,0,10,255,5,6,0
75446,0,30,0,0,0,195,195,2,2,0
75448,0,301,18347,0,0,5,255,5,5,0
75451,1,1489,325,0,0,176,166,1,3,0
75453,0,190,1337,0,0,31,255,8,8,0
75455,0,152,1216,0,0,26,255,1,1,0
75456,0,283,285,0,0,255,255,19,19,0
75458,0,45,119,0,0,255,252,107,107,0
75459,0,213,13067,0,0,37,255,5,5,0
75460,0,312,4215,0,0,255,255,11,12,0
75461,0,323,8919,0,0,14,255,4,4,0
75462,0,321,3411,0,0,69,255,1,2,0
75463,0,198,2868,0,0,12,255,1,1,0
75466,0,222,2822,0,0,44,255,9,9,0
75467,0,44,134,0,0,255,216,68,148,0
75468,0,273,4200,0,0,15,230,1,1,0
75469,0,44,128,0,0,255,235,324,323,0
75470,0,351,2999,0,0,27,255,1,12,0
75473,0,45,138,0,0,191,152,189,266,0
75475,0,44,132,0,0,255,205,68,148,0
75476,0,42,108,0,0,224,220,1,1,0
75477,0,0,0,0,0,167,178,14,14,0
75478,0,286,3451,0,0,118,255,4,26,0
75483,0,334,1169,0,0,35,255,11,11,0
75485,22,1114,328,0,0,153,171,1,1,0
75486,0,237,406,0,0,255,255,12,12,0
75489,0,336,2660,0,0,80,117,3,4,0
75490,0,210,1691,0,0,255,255,13,24,0
75491,0,44,67,0,0,255,254,147,152,0
75493,0,255,6681,0,0,252,255,13,13,0
75497,0,234,1200,0,0,210,255,11,13,0
75498,0,189,622,0,0,255,255,21,29,0
75502,22,341,1069,0,0,20,2,2,1,0
75505,0,221,187,0,0,255,255,7,38,0
75506,0,333,4557,0,0,53,254,25,25,0
75511,0,3690,0,0,0,67,95,3,3,0
75513,2295,147,105,0,0,255,2,2,2,0
75515,0,273,2379,0,0,113,255,29,41,0
75516,0,182,0,0,0,255,29,5,2,0
75517,0,206,2187,0,0,15,255,15,15,0
75523,1,152,8718,0,0,197,255,1,1,0
75524,0,281,776,0,0,255,231,1,1,0
75528,0,230,321,0,0,255,255,3,3,0
75530,0,236,731,0,0,64,255,5,5,0
75531,0,330,1387,0,0,119,255,3,3,0
75532,0,216,1487,0,0,137,255,2,2,0
75538,0,314,287,0,0,16,255,6,7,0
75539,0,46,71,0,0,255,206,186,186,0
75540,0,210,4995,0,0,85,255,8,8,0
75542,0,314,3729,0,0,255,255,6,6,0
75545,0,234,370,0,0,255,255,10,10,0
75546,0,252,258,0,0,255,255,28,28,0
75547,0,209,290,0,0,255,255,10,11,0
75548,0,198,10431,0,0,27,255,11,11,0
75549,0,274,3338,0,0,18,255,18,18,0
75550,0,342,434,0,0,255,255,17,20,0
75551,0,44,128,0,0,255,255,101,162,0
75553,0,567,0,0,0,255,71,2,1,0
75557,0,240,2288,0,0,10,255,7,7,0
75558,0,291,1193,0,0,255,255,7,8,0
75559,0,331,1600,0,0,49,255,11,63,0
75560,0,305,969,0,0,16,255,4,4,0
75562,2587,146,105,0,0,255,3,5,1,0
75565,0,347,8191,0,0,184,255,14,16,0
75567,0,383,0,0,0,48,73,2,2,0
75568,0,352,1984,0,0,255,255,3,54,0
75569,0,204,64021,0,0,51,255,10,12,0
75571,2,782,329,0,0,154,85,1,2,0
75573,0,7,141,0,0,109,11,1,1,0
75574,0,200,354,0,0,255,255,40,41,0
75578,0,10073,0,0,0,78,112,4,4,0
75579,0,383,0,0,0,255,123,2,2,0
75580,0,216,420,0,0,255,255,23,24,0
75582,0,278,2320,0,0,5,233,5,5,0
75587,0,280,6014,0,0,1,255,1,16,0
75588,0,46,46,0,0,255,244,82,162,0
75589,0,110,46,0,0,159,126,270,269,0
75590,0,46,139,0,0,255,244,236,312,0
75591,0,162,14090,0,0,27,255,3,3,0
75592,0,1063,390,0,0,255,84,1,1,0
75593,0,399,15831,0,0,255,255,23,23,0
75594,0,46,141,0,0,249,214,284,283,0
75595,0,221,2583,0,0,34,255,10,11,0
75598,0,214,2886,0,0,52,255,13,22,0
75599,0,285,331,0,0,54,255,15,16,0
75600,4,789,365,0,0,115,104,1,3,0
75601,0,309,1937,0,0,26,255,5,5,0
75602,0,288,762,0,0,255,255,17,17,0
75605,16,106577,380,0,0,153,200,1,1,0
75607,0,320,546,0,0,255,255,15,19,0
75608,0,210,1000,0,0,25,255,7,7,0
75610,0,306,3751,0,0,104,255,3,3,0
75612,0,797,387,0,0,255,69,1,1,0
75614,0,44,130,0,0,208,175,319,318,0
75622,0,128,0,0,0,109,15,8,2,0
75623,0,306,607,0,0,255,255,6,6,0
75626,0,230,1480,0,0,7,255,7,8,0
75627,0,229,392,0,0,255,255,29,32,0
75628,0,209,310,0,0,96,255,8,9,0
75629,0,277,1274,0,0,255,255,17,21,0
75631,0,226,3210,0,0,18,255,1,2,0
75632,0,206,3909,0,0,34,255,16,16,0
75634,2,2028,329,0,0,85,174,1,1,0
75638,0,310,513,0,0,255,255,30,35,0
75640,0,43,64,0,0,255,254,107,108,0
75641,0,306,2239,0,0,49,48,6,6,0
75643,0,44,135,0,0,255,255,68,148,0
75646,0,308,2568,0,0,255,255,13,16,0
75647,0,45,136,0,0,255,255,86,165,0
75649,0,264,506,0,0,255,255,31,50,0
75653,0,265,278,0,0,255,239,5,7,0
75654,14743,697,94872,0,0,255,7,1,1,0
75656,0,216,353,0,0,109,255,26,26,0
75657,0,0,0,0,0,1,255,1,1,0
75661,0,44,74,0,0,255,227,113,115,0
75663,1,1841,331,0,0,5,150,1,1,0
75666,0,317,1617,0,0,255,255,27,27,0
75670,12,11438,1391,0,0,4,34,1,1,0
75673,0,10,35,0,0,255,1,14,1,0
75675,0,303,8173,0,0,197,255,7,7,0
75677,0,239,4213,0,0,190,255,1,1,0
75678,0,241,724,0,0,255,255,23,23,0
75679,0,233,392,0,0,255,255,27,28,0
75680,0,44,129,0,0,255,254,51,131,0
75682,0,44,77,0,0,255,254,120,120,0
75683,0,163,15340,0,0,255,255,1,1,0
75684,0,216,975,0,0,255,255,3,3,0
75685,10,271,715,0,0,255,251,1,1,0
75686,0,383,0,0,0,2,2,2,2,0
75688,0,147,147,0,0,255,2,4,2,0
75689,0,201,1263,0,0,26,255,10,11,0
75690,0,2097,323,0,0,17,181,1,4,0
75691,0,768,0,0,0,127,41,7,8,0
75693,0,239,2239,0,0,255,231,6,6,0
75694,0,144,5919,0,0,11,255,1,10,0
75696,0,244,274,0,0,255,255,12,22,0
75698,0,61298,0,0,0,255,37,9,9,0
75701,0,193,1195,0,0,59,255,12,12,0
75704,0,36,0,0,0,106,26,1,1,0
75705,0,230,1075,0,0,255,246,7,14,0
75706,0,205,2424,0,0,98,255,5,5,0
75707,0,206,2824,0,0,20,255,2,3,0
75708,0,29,0,0,0,32,17,1,2,0
75710,0,293,7703,0,0,11,255,11,11,0
75711,0,0,0,0,0,2,255,2,3,0
75713,0,300,2507,0,0,216,210,4,4,0
75718,0,186,312,0,0,255,255,9,35,0
75719,0,46,77,0,0,255,255,132,132,0
75720,3,0,5,0,0,6,6,1,1,0
75724,0,840,386,0,0,255,3,1,1,0
75726,5,105,145,0,0,255,86,2,2,0
75731,0,224,753,0,0,255,255,21,21,0
75732,117,195,28035,0,0,1,2,1,1,0
75734,0,219,962,0,0,34,186,8,49,0
75735,0,232,2280,0,0,255,255,7,7,0
75738,2,1429,330,0,0,198,127,1,2,0
75739,0,289,1617,0,0,2,255,3,3,0
75740,0,104,0,0,0,255,233,1,2,0
75742,0,10389,0,0,0,255,88,6,6,0
75746,1,890,328,0,0,189,189,1,3,0
75749,0,0,0,0,0,13,255,4,6,0
75750,0,323,272,0,0,255,250,5,5,0
75751,0,306,1075,0,0,255,228,5,5,0
75755,0,254,2806,0,0,6,255,6,7,0
75756,0,1006,334,0,0,3,138,1,1,0
75757,0,330,5392,0,0,49,255,13,14,0
75758,0,45,132,0,0,255,254,76,156,0
75762,0,238,1817,0,0,255,255,10,10,0
75763,0,305,260,0,0,47,255,11,11,0
75768,0,34,50,0,0,255,237,2,5,0
75769,0,232,8973,0,0,5,255,5,9,0
75771,2,10,37,0,0,17,8,2,1,0
75772,0,312,422,0,0,15,255,14,14,0
75776,0,912,332,0,0,255,33,2,1,0
75777,0,227,456,0,0,149,255,5,5,0
75780,0,811,332,0,0,163,120,1,1,0
75781,2,4068,326,0,0,107,101,1,1,0
75783,0,141,4261,0,0,20,255,5,5,0
75787,0,229,263,0,0,255,255,12,12,0
75788,0,197,412,0,0,14,255,14,14,0
75791,0,30,0,0,0,10,4,1,6,0
75792,0,231,1499,0,0,30,41,25,33,0
75793,0,130,46,0,0,132,99,243,242,0
75794,0,190,622,0,0,43,54,21,39,0
75795,0,227,369,0,0,66,255,16,16,0
75796,0,105,147,0,0,112,111,1,1,0
75798,0,292,5916,0,0,185,255,1,2,0
75802,0,325,2020,0,0,11,255,11,11,0
75804,0,293,1605,0,0,151,255,18,18,0
75806,0,304,260,0,0,118,255,3,14,0
75807,0,245,1107,0,0,255,255,8,8,0
75809,0,2581,363,0,0,170,112,1,4,0
75811,0,217,1701,0,0,56,255,9,9,0
75813,0,1153,0,0,0,255,80,2,1,0
75815,0,44,131,0,0,117,58,8,86,0
75817,0,177,1332,0,0,255,250,1,1,0
75818,0,228,2698,0,0,255,254,4,7,0
75819,0,3182,297,0,0,112,136,2,3,0
75820,0,226,852,0,0,31,255,31,31,0
75822,0,247,1035,0,0,255,255,6,6,0
75824,0,302,7128,0,0,255,255,33,33,0
75825,0,172,0,0,0,168,81,1,1,0
75826,0,78,0,0,0,255,10,14,2,0
75827,0,705,331,0,0,196,171,1,2,0
75829,0,227,2068,0,0,138,255,19,19,0
75831,0,238,12259,0,0,1,255,1,2,0
75832,0,3775,0,0,0,93,52,23,23,0
75833,0,218,421,0,0,255,255,7,24,0
75835,0,105,0,0,0,255,131,2,2,0
75836,0,263,3648,0,0,187,255,1,1,0
75837,0,208,278,0,0,25,255,4,5,0
75838,0,147,147,0,0,255,3,1,1,0
75840,0,10,38,0,0,163,9,1,1,0
75842,0,304,3222,0,0,255,226,1,1,0
75843,0,43,68,0,0,255,230,273,274,0
75845,0,205,3227,0,0,117,255,4,4,0
75848,0,30,0,0,0,241,241,2,2,0
75851,0,298,3411,0,0,128,255,3,3,0
75852,0,322,392,0,0,255,255,16,24,0
75853,0,305,24058,0,0,31,255,9,9,0
75854,8,48,48,0,0,47,19,2,1,0
75856,0,235,2249,0,0,14,255,2,2,0
75857,0,243,389,0,0,190,255,2,2,0
75861,0,725,114518,0,0,255,6,1,1,0
75862,0,1841,330,0,0,22,49,1,1,0
75864,19,953,331,0,0,119,91,1,3,0
75866,0,78,0,0,0,255,4,13,4,0
75873,0,252,0,0,0,171,31,4,2,0
75874,0,208,498,0,0,255,255,18,34,0
75875,0,3475,0,0,0,255,10,1,1,0
75876,0,296,366,0,0,255,255,3,4,0
75877,0,30,0,0,0,27,131,1,1,0
75879,0,44,71,0,0,255,241,114,115,0
75880,0,0,0,0,0,9,209,1,1,0
75882,0,297,4326,0,0,18,255,18,25,0
75883,0,259,564,0,0,255,255,3,3,0
75884,0,38207,40968,0,0,73,12,1,1,0
75886,0,338,1422,0,0,255,255,22,29,0
75888,0,43,125,0,0,142,103,217,294,0
75890,0,0,0,0,0,116,255,1,1,0
75891,0,43,132,0,0,255,255,89,168,0
75893,0,229,2239,0,0,255,239,2,2,0
75895,0,6062,0,0,0,189,56,13,14,0
75896,0,16,0,0,0,255,64,2,4,0
75897,0,239,504,0,0,255,255,25,25,0
75898,0,369,659,0,0,98,255,26,26,0
75899,0,306,783,0,0,227,255,1,2,0
75900,6,48,48,0,0,129,55,1,1,0
75903,0,105,147,0,0,11,11,1,1,0
75904,0,45,45,0,0,255,245,115,115,0
75905,0,369,4917,0,0,255,255,25,54,0
75908,0,211,977,0,0,2,255,1,2,0
75910,0,239,336,0,0,255,255,18,19,0
75912,1,856,330,0,0,167,131,1,3,0
75919,0,219,1102,0,0,190,255,11,11,0
75920,6,10,37,0,0,255,8,3,1,0
75923,0,147,16425,0,0,117,255,1,1,0
75924,0,2029,535,0,0,157,164,1,3,0
75925,0,516,4,0,0,255,255,365,365,0
75926,0,232,2105,0,0,59,255,4,4,0
75927,0,293,3437,0,0,255,255,2,4,0
75929,3,1332,332,0,0,31,110,1,3,0
75931,10,2194619,0,0,0,255,75,2,2,0
75933,2,105,145,0,0,255,243,1,1,0
75934,0,3600,387,0,0,255,16,1,1,0
75940,0,516,4,0,0,255,255,265,265,0
75942,832,750,26284,0,0,94,9,2,2,0
75944,0,210,1395,0,0,255,255,25,29,0
75946,0,253,1394,0,0,255,255,15,15,0
75947,0,43,126,0,0,255,254,66,146,0
75949,0,219,351,0,0,255,255,2,2,0
75951,0,229,1484,0,0,184,255,9,9,0
75952,0,11470,926,0,0,6,143,1,2,0
75955,0,241,9986,0,0,255,255,4,4,0
75956,5,105,145,0,0,255,221,1,1,0
75957,0,161,5977,0,0,9,255,9,9,0
75962,0,400,4154,0,0,255,255,4,4,0
75963,0,235,13382,0,0,103,255,6,6,0
75965,0,195,2361,0,0,4,255,4,7,0
75966,0,297,5076,0,0,8,255,5,13,0
75969,0,516,4,0,0,176,176,176,176,0
75970,0,297,770,0,0,32,255,9,10,0
75971,70,225,4891,0,0,255,33,1,1,0
75974,0,868,329,0,0,192,129,1,1,0
75976,0,302,2251,0,0,255,255,15,17,0
75978,0,1023,325,0,0,169,110,1,2,0
75979,0,321,1554,0,0,196,255,9,10,0
75980,0,212,1953,0,0,73,255,23,23,0
75981,0,0,0,0,0,27,27,1,1,0
75987,0,105,145,0,0,234,228,2,2,0
75989,0,207,2975,0,0,114,255,33,33,0
75990,0,211,662,0,0,1,255,1,1,0
75994,0,289,7384,0,0,255,255,29,29,0
75996,0,305,1236,0,0,5,8,5,13,0
75997,0,321,21953,0,0,113,255,13,13,0
75999,21,236,769,0,0,123,25,1,1,0
76000,0,237,11499,0,0,255,255,19,35,0
76003,0,45,73,0,0,255,229,188,188,0
76004,0,0,0,0,0,1,235,1,2,0
76006,0,45,132,0,0,255,213,21,101,0
76007,0,145,8017,0,0,9,39,1,1,0
76008,0,230,1512,0,0,211,255,3,3,0
76009,0,0,0,0,0,8,132,1,2,0
76010,0,306,477,0,0,255,215,7,7,0
76012,0,216,8421,0,0,255,255,35,35,0
76013,0,12983,0,0,0,174,19,2,2,0
76014,0,45,129,0,0,255,254,304,304,0
76015,0,226,1811,0,0,11,255,1,4,0
76016,0,0,0,0,0,150,139,2,2,0
76019,0,200,1697,0,0,38,255,15,17,0
76021,0,305,1075,0,0,255,246,4,10,0
76022,0,59,0,0,0,96,105,12,12,0
76023,0,42,108,0,0,137,197,1,1,0
76024,2620,146,105,0,0,255,2,2,2,0
76025,4,1732,333,0,0,255,134,1,3,0
76027,0,0,0,0,0,92,255,1,1,0
76028,0,203,402,0,0,255,255,17,17,0
76029,2,2194619,0,0,0,5,29,1,1,0
76030,0,193,369,0,0,2,255,2,2,0
76031,0,247,9195,0,0,255,255,17,17,0
76032,0,12,0,0,0,194,76,1,1,0
76034,0,105,146,0,0,255,234,5,1,0
76039,0,293,1509,0,0,255,255,5,5,0
76040,0,0,0,0,0,13,76,1,1,0
76042,0,30,0,0,0,211,211,1,1,0
76044,0,46,46,0,0,255,255,173,173,0
76045,0,2695,335,0,0,47,134,1,1,0
76046,0,44,129,0,0,248,128,72,150,0
76048,0,0,0,0,0,8,60,1,1,0
76049,0,405,10219,0,0,20,245,1,1,0
76051,0,254,3200,0,0,255,255,3,3,0
76052,2,0,4,0,0,2,2,1,1,0
76053,0,30,0,0,0,172,172,1,1,0
76055,3324,145,105,0,0,71,1,1,1,0
76058,0,46,71,0,0,255,255,152,152,0
76061,0,322,295,0,0,255,255,15,15,0
76062,1,667,325,0,0,231,121,1,2,0
76064,0,222,2592,0,0,211,231,30,33,0
76065,3,2029,491,0,0,61,42,1,2,0
76069,0,324,4867,0,0,7,255,7,7,0
76070,0,0,0,0,0,8,247,1,1,0
76071,0,287,18708,0,0,67,255,3,3,0
76074,0,33,33,0,0,39,26,5,5,0
76076,0,187,1872,0,0,54,255,6,10,0
76078,0,143,10041,0,0,14,255,14,17,0
76079,0,814,402,0,0,28,172,1,2,0
76081,0,318,17081,0,0,30,255,3,4,0
76082,0,44,128,0,0,255,255,77,157,0
76086,0,363,2874,0,0,6,255,4,4,0
76090,0,299,2606,0,0,41,255,2,18,0
76092,0,46,79,0,0,211,190,50,50,0
76094,0,239,13380,0,0,111,255,4,5,0
76099,0,239,370,0,0,229,255,61,61,0
76100,0,632,374,0,0,11,194,1,2,0
76101,0,155,389,0,0,135,255,1,1,0
76102,666,451,14663,0,0,255,49,1,1,0
76104,0,0,0,0,0,12,121,1,1,0
76105,0,607,0,0,0,42,61,3,2,0
76111,0,316,2288,0,0,28,255,12,14,0
76115,0,314,687,0,0,14,255,5,5,0
76119,0,0,0,0,0,222,190,1,1,0
76120,0,287,3439,0,0,119,255,6,6,0
76122,0,44,73,0,0,255,234,165,165,0
76124,0,300,1380,0,0,255,240,7,7,0
76126,0,261,2711,0,0,193,186,1,31,0
76127,0,217,11403,0,0,103,255,1,1,0
76130,0,229,11400,0,0,60,255,9,9,0
76134,0,212,5057,0,0,8,255,8,17,0
76136,0,568,331,0,0,254,103,1,1,0
76138,0,199,944,0,0,255,255,2,3,0
76140,2,795,330,0,0,161,186,1,3,0
76143,27,1457,4152,0,0,193,78,1,1,0
76144,0,290,1547,0,0,9,255,9,35,0
76145,0,323,602,0,0,255,255,1,2,0
76148,0,231,314,0,0,33,255,33,33,0
76149,1,935,328,0,0,142,188,1,2,0
76153,0,341,279,0,0,255,246,2,3,0
76155,0,0,0,0,0,3,53,1,1,0
76156,0,324,1918,0,0,255,255,17,17,0
76157,0,254,1628,0,0,255,252,4,4,0
76160,0,243,435,0,0,255,255,23,34,0
76164,0,879,0,0,0,219,1,3,1,0
76165,0,1363,0,0,0,255,100,17,17,0
76166,0,308,1098,0,0,255,255,14,14,0
76168,0,249,1453,0,0,35,255,16,16,0
76169,0,249,3563,0,0,8,255,8,33,0
76170,0,42,42,0,0,170,165,10,15,0
76171,5669,146,105,0,0,255,2,1,1,0
76172,0,230,4976,0,0,255,255,1,1,0
76173,0,302,3471,0,0,255,255,3,31,0
76174,0,35195,0,0,0,215,67,22,22,0
76175,0,196,1071,0,0,24,255,24,26,0
76176,0,45,45,0,0,255,255,138,138,0
76181,0,232,13673,0,0,93,255,5,22,0
76182,0,7329,7670,0,0,20,255,16,16,0
76183,0,278,2492,0,0,255,255,25,29,0
76184,2,111,39,0,0,46,35,2,2,0
76187,0,272,60397,0,0,19,255,19,19,0
76188,0,240,3754,0,0,57,255,5,5,0
76190,0,216,1311,0,0,6,255,6,6,0
76191,0,59,0,0,0,23,148,8,27,0
76197,0,323,310,0,0,116,255,21,21,0
76198,0,220,2111,0,0,255,255,3,3,0
76199,0,242,283,0,0,255,255,20,26,0
76200,0,305,2217,0,0,255,255,12,12,0
76201,0,1199,0,0,0,1,1,1,1,0
76203,0,226,1197,0,0,45,255,6,6,0
76208,0,311,354,0,0,95,255,28,28,0
76209,0,206,1277,0,0,164,255,8,8,0
76210,0,311,1442,0,0,26,255,13,15,0
76211,0,305,1505,0,0,93,255,15,15,0
76214,0,312,43129,0,0,78,255,2,2,0
76215,0,203,5719,0,0,7,255,7,7,0
76216,0,794,387,0,0,255,37,1,2,0
76218,0,417,15133,0,0,255,255,2,2,0
76219,1,160,0,0,0,31,255,2,2,0
76220,0,232,2698,0,0,255,246,4,9,0
76222,0,46,116,0,0,255,227,270,271,0
76223,0,246,168,0,0,255,255,1,1,0
76224,1,2079,330,0,0,58,146,1,3,0
76227,0,516,4,0,0,138,138,138,138,0
76229,0,3888,0,0,0,7,72,1,1,0
76230,0,207,1675,0,0,21,255,8,8,0
76232,11,1663,371,0,0,24,168,1,1,0
76235,0,105,147,0,0,6,6,1,1,0
76236,0,1830,0,0,0,92,106,5,5,0
76238,0,283,8987,0,0,92,255,1,8,0
76241,1,1405,326,0,0,43,130,1,1,0
76242,0,251,1678,0,0,255,237,1,1,0
76247,0,238,652,0,0,52,255,19,19,0
76249,0,232,283,0,0,255,255,3,4,0
76250,6619,146,105,0,0,255,2,2,1,0
76253,0,319,1719,0,0,23,255,22,22,0
76254,0,337,361,0,0,203,255,15,15,0
76255,0,319,1638,0,0,255,255,26,27,0
76257,0,211,13009,0,0,14,255,3,3,0
76258,0,12165,0,0,0,255,56,1,1,0
76259,0,45,114,0,0,255,249,1,4,0
76260,0,44,71,0,0,255,254,38,95,0
76261,5,1603,404,0,0,91,174,1,2,0
76264,0,0,0,0,0,4,238,1,2,0
76265,0,333,4591,0,0,13,255,6,11,0
76268,8,105,147,0,0,39,3,2,2,0
76269,0,3312,481,0,0,255,30,1,3,0
76270,0,285,2297,0,0,44,255,16,16,0
76271,0,239,3817,0,0,57,255,12,12,0
76272,0,215,12436,0,0,16,255,6,8,0
76273,5180,145,105,0,0,255,2,4,2,0
76274,0,210,273,0,0,7,255,7,7,0
76275,0,181,0,0,0,255,23,7,6,0
76277,0,248,801,0,0,255,255,10,11,0
76280,0,224,2066,0,0,38,255,16,21,0
76283,0,8,138,0,0,61,14,1,1,0
76284,0,45,45,0,0,255,227,105,107,0
76287,4,862,332,0,0,25,20,1,3,0
76288,0,374,0,0,0,163,52,8,8,0
76291,0,377,342,0,0,158,255,3,31,0
76293,0,225,365,0,0,24,255,21,21,0
76294,0,155,32018,0,0,255,255,1,3,0
76295,0,923,332,0,0,42,165,1,1,0
76298,22897,147,105,0,0,255,2,1,1,0
76299,0,220,2696,0,0,255,255,26,26,0
76300,0,41,127,0,0,255,251,282,282,0
76301,0,228,20080,0,0,255,255,17,20,0
76302,25,204819,334,0,0,74,37,1,1,0
76304,0,105,146,0,0,2,2,1,1,0
76307,0,176,3800,0,0,35,255,2,19,0
76309,0,264,1195,0,0,99,255,3,6,0
76310,7,105,146,0,0,255,234,2,2,0
76311,0,230,611,0,0,7,255,7,12,0
76312,3171,146,105,0,0,255,1,1,1,0
76313,0,260,312,0,0,255,255,34,34,0
76315,2,1378,392,0,0,102,132,1,2,0
76318,0,287,3413,0,0,255,255,15,15,0
76321,0,211,1183,0,0,140,255,35,43,0
76322,0,201,6585,0,0,17,255,1,1,0
76323,0,74,0,0,0,21,54,2,2,0
76326,0,204,1364,0,0,255,255,12,21,0
76328,0,385,5381,0,0,255,255,5,5,0
76329,0,607,0,0,0,255,17,2,2,0
76330,1,0,0,0,0,1,255,1,2,0
76331,0,295,419,0,0,255,255,12,12,0
76332,0,146,1793,0,0,7,255,1,1,0
76335,0,48,48,0,0,50,29,1,1,0
76336,0,0,21681,0,0,109,255,7,7,0
76337,0,214,10350,0,0,255,255,15,37,0
76339,0,305,14648,0,0,85,255,4,24,0
76341,0,105,0,0,0,255,116,2,2,0
76342,0,188,308,0,0,255,255,6,9,0
76343,0,383,0,0,0,66,70,3,2,0
76344,0,312,2164,0,0,100,255,14,14,0
76348,0,598,333,0,0,73,150,1,1,0
76349,21,249,775,0,0,18,1,1,1,0
76350,0,162,13248,0,0,92,92,2,2,0
76351,0,279,1010,0,0,187,255,7,7,0
76352,0,0,0,0,0,20,245,1,1,0
76353,0,229,6049,0,0,30,255,3,3,0
76357,0,42,42,0,0,255,246,8,12,0
76360,0,265,432,0,0,1,255,1,1,0
76364,0,213,189,0,0,255,255,28,28,0
76369,0,44,85,0,0,255,254,301,301,0
76371,0,1460,0,0,0,180,93,5,5,0
76372,0,147,0,0,0,255,2,1,1,0
76374,0,147,0,0,0,255,1,7,1,0
76376,0,224,12381,0,0,41,255,6,9,0
76378,0,208,994,0,0,255,255,37,74,0
76379,0,35,91,0,0,255,246,2,3,0
76381,10,2127,586,0,0,14,151,1,1,0
76383,1,1831,332,0,0,131,208,2,5,0
76386,0,250,458,0,0,52,52,4,4,0
76387,0,0,0,0,0,32,255,1,1,0
76389,0,293,12389,0,0,24,255,3,3,0
76390,0,1184,496,0,0,255,10,1,1,0
76393,0,204,283,0,0,255,255,6,7,0
76396,0,45,45,0,0,255,254,207,206,0
76397,0,291,2432,0,0,11,255,3,3,0
76399,0,45,111,0,0,255,254,75,155,0
76400,3,0,0,0,0,4,255,1,2,0
76403,0,148,22189,0,0,1,255,1,14,0
76404,0,0,0,0,0,3,231,1,1,0
76405,0,0,0,0,0,5,240,1,1,0
76409,0,297,2789,0,0,255,255,3,20,0
76411,0,222,756,0,0,46,255,8,8,0
76412,0,237,1481,0,0,255,255,2,2,0
76413,0,264,261,0,0,255,255,14,14,0
76414,0,319,771,0,0,40,255,26,37,0
76415,0,175337,0,0,0,255,104,1,1,0
76416,0,12,0,0,0,222,70,2,2,0
76417,0,0,0,0,0,1,165,1,1,0
76419,0,147,0,0,0,255,2,5,1,0
76420,0,380,1973,0,0,255,255,33,33,0
76421,0,229,1657,0,0,178,255,6,6,0
76422,15,1706,336,0,0,129,142,2,1,0
76426,0,315,2899,0,0,19,255,7,7,0
76427,0,215,301,0,0,153,255,21,21,0
76429,0,231,5516,0,0,63,255,9,13,0
76430,2705,147,105,0,0,255,2,7,2,0
76433,0,252,3202,0,0,40,255,5,5,0
76435,0,105,147,0,0,5,5,1,1,0
76437,2,1530,406,0,0,70,118,1,1,0
76438,0,333,6655,0,0,201,255,8,14,0
76439,0,147,9737,0,0,3,255,1,1,0
76440,0,147,0,0,0,255,1,5,1,0
76442,3,980,327,0,0,203,131,1,2,0
76444,600,145,105,0,0,255,2,2,2,0
76447,0,43,131,0,0,255,254,107,187,0
76450,2470,147,105,0,0,255,1,0,0,0
76452,27,908352,26080,0,0,255,20,1,1,0
76455,0,78,0,0,0,255,5,21,4,0
76457,0,220,1512,0,0,25,255,10,10,0
76458,0,45,70,0,0,255,254,117,118,0
76459,3720,145,105,0,0,255,3,1,1,0
76460,0,44,69,0,0,255,254,240,240,0
76461,0,189,45284,0,0,4,255,4,4,0
76462,0,300,1259,0,0,36,255,1,2,0
76464,0,260,584,0,0,210,255,1,1,0
76465,0,386,852,0,0,255,255,10,10,0
76469,0,236,397,0,0,255,255,2,4,0
76470,8,634,328,0,0,216,136,1,1,0
76474,0,0,0,0,0,120,224,1,1,0
76475,0,236,870,0,0,119,255,11,27,0
76477,0,198,310,0,0,150,255,5,5,0
76478,0,206,955,0,0,255,255,12,15,0
76479,0,340,924,0,0,255,255,9,9,0
76480,0,237,1159,0,0,42,255,1,1,0
76481,1,1843,404,0,0,14,181,1,4,0
76482,0,151,8719,0,0,179,255,1,1,0
76484,0,46,76,0,0,255,254,239,239,0
76488,0,222,16070,0,0,8,255,8,8,0
76489,29,336,1063,0,0,213,58,1,1,0
76490,0,15377,0,0,0,133,105,3,4,0
76491,0,105,146,0,0,255,232,7,1,0
76492,0,210,24969,0,0,18,255,18,18,0
76493,0,1298,447,0,0,21,247,1,3,0
76495,0,44,69,0,0,255,225,229,229,0
76496,0,11376,0,0,0,48,101,11,10,0
